Country or Area,Subgroup,Year,Unit,Value
Saudi Arabia,Male 15+ yr,2000,Percent,75.9
Saudi Arabia,Male 15+ yr,1999,Percent,76.2
Saudi Arabia,Male 15+ yr,1998,Percent,76.3
Saudi Arabia,Male 15+ yr,1997,Percent,76.5
Saudi Arabia,Male 15+ yr,1996,Percent,76.7
Saudi Arabia,Male 15+ yr,1995,Percent,76.5
Saudi Arabia,Male 15+ yr,1994,Percent,76.8
Saudi Arabia,Male 15+ yr,1993,Percent,76.4
Saudi Arabia,Male 15+ yr,1992,Percent,76.6
Saudi Arabia,Male 15+ yr,1991,Percent,76.4
Senegal,Female 15+ yr,2006,Percent,50.7
Senegal,Female 15+ yr,2005,Percent,51
Senegal,Female 15+ yr,2004,Percent,51.2
Senegal,Female 15+ yr,2003,Percent,51.1
Senegal,Female 15+ yr,2002,Percent,51.4
Senegal,Female 15+ yr,2001,Percent,52.1
Senegal,Female 15+ yr,2000,Percent,52.6
Senegal,Female 15+ yr,1999,Percent,53.2
Senegal,Female 15+ yr,1998,Percent,53.6
Senegal,Female 15+ yr,1997,Percent,53.9
Senegal,Female 15+ yr,1996,Percent,54.3
Senegal,Female 15+ yr,1995,Percent,54.9
Senegal,Female 15+ yr,1994,Percent,54.8
Senegal,Female 15+ yr,1993,Percent,55.1
Senegal,Female 15+ yr,1992,Percent,55.1
Senegal,Female 15+ yr,1991,Percent,55.3
Senegal,Male 15+ yr,2006,Percent,73.5
Senegal,Male 15+ yr,2005,Percent,74
Senegal,Male 15+ yr,2004,Percent,74.6
Senegal,Male 15+ yr,2003,Percent,75.9
Senegal,Male 15+ yr,2002,Percent,76
Senegal,Male 15+ yr,2001,Percent,76.4
Senegal,Male 15+ yr,2000,Percent,76.7
Senegal,Male 15+ yr,1999,Percent,77.3
Senegal,Male 15+ yr,1998,Percent,77.7
Senegal,Male 15+ yr,1997,Percent,77.9
Senegal,Male 15+ yr,1996,Percent,78.2
Senegal,Male 15+ yr,1995,Percent,78.5
Senegal,Male 15+ yr,1994,Percent,78.5
Senegal,Male 15+ yr,1993,Percent,79.1
Senegal,Male 15+ yr,1992,Percent,78.6
Senegal,Male 15+ yr,1991,Percent,78.6
Serbia and Montenegro,Female 15+ yr,2006,Percent,42.6
Serbia and Montenegro,Female 15+ yr,2005,Percent,41.6
Serbia and Montenegro,Female 15+ yr,2004,Percent,40.6
Serbia and Montenegro,Female 15+ yr,2003,Percent,39.2
Serbia and Montenegro,Female 15+ yr,2002,Percent,39.7
Serbia and Montenegro,Female 15+ yr,2001,Percent,40
Serbia and Montenegro,Female 15+ yr,2000,Percent,40.1
Serbia and Montenegro,Female 15+ yr,1999,Percent,39.4
Serbia and Montenegro,Female 15+ yr,1998,Percent,39.4
Serbia and Montenegro,Female 15+ yr,1997,Percent,39.3
Serbia and Montenegro,Female 15+ yr,1996,Percent,39.5
Serbia and Montenegro,Female 15+ yr,1995,Percent,38.8
Serbia and Montenegro,Female 15+ yr,1994,Percent,37.8
Serbia and Montenegro,Female 15+ yr,1993,Percent,37.7
Serbia and Montenegro,Female 15+ yr,1992,Percent,38
Serbia and Montenegro,Female 15+ yr,1991,Percent,38.6
Serbia and Montenegro,Male 15+ yr,2006,Percent,59.2
Serbia and Montenegro,Male 15+ yr,2005,Percent,59.4
Serbia and Montenegro,Male 15+ yr,2004,Percent,59
Serbia and Montenegro,Male 15+ yr,2003,Percent,59.1
Serbia and Montenegro,Male 15+ yr,2002,Percent,60
Serbia and Montenegro,Male 15+ yr,2001,Percent,60.6
Serbia and Montenegro,Male 15+ yr,2000,Percent,60.8
Serbia and Montenegro,Male 15+ yr,1999,Percent,60
Serbia and Montenegro,Male 15+ yr,1998,Percent,60
Serbia and Montenegro,Male 15+ yr,1997,Percent,59.9
Serbia and Montenegro,Male 15+ yr,1996,Percent,60.3
Serbia and Montenegro,Male 15+ yr,1995,Percent,59.9
Serbia and Montenegro,Male 15+ yr,1994,Percent,58.8
Serbia and Montenegro,Male 15+ yr,1993,Percent,58.8
Serbia and Montenegro,Male 15+ yr,1992,Percent,59.2
Serbia and Montenegro,Male 15+ yr,1991,Percent,59.9
Sierra Leone,Female 15+ yr,2006,Percent,51.1
Sierra Leone,Female 15+ yr,2005,Percent,51.1
Sierra Leone,Female 15+ yr,2004,Percent,51
Sierra Leone,Female 15+ yr,2003,Percent,51.2
Sierra Leone,Female 15+ yr,2002,Percent,51.9
Sierra Leone,Female 15+ yr,2001,Percent,51.6
Sierra Leone,Female 15+ yr,2000,Percent,51
Sierra Leone,Female 15+ yr,1999,Percent,50.4
Sierra Leone,Female 15+ yr,1998,Percent,50.5
Sierra Leone,Female 15+ yr,1997,Percent,49.6
Sierra Leone,Female 15+ yr,1996,Percent,49
Sierra Leone,Female 15+ yr,1995,Percent,49.5
Sierra Leone,Female 15+ yr,1994,Percent,49.7
Sierra Leone,Female 15+ yr,1993,Percent,49.4
Sierra Leone,Female 15+ yr,1992,Percent,48.8
Sierra Leone,Female 15+ yr,1991,Percent,48.5
Sierra Leone,Male 15+ yr,2006,Percent,85.5
Sierra Leone,Male 15+ yr,2005,Percent,85.4
Sierra Leone,Male 15+ yr,2004,Percent,85.3
Sierra Leone,Male 15+ yr,2003,Percent,85
Sierra Leone,Male 15+ yr,2002,Percent,86.2
Sierra Leone,Male 15+ yr,2001,Percent,86
Sierra Leone,Male 15+ yr,2000,Percent,85.4
Sierra Leone,Male 15+ yr,1999,Percent,84.7
Sierra Leone,Male 15+ yr,1998,Percent,84.8
Sierra Leone,Male 15+ yr,1997,Percent,83.7
Sierra Leone,Male 15+ yr,1996,Percent,82.3
Sierra Leone,Male 15+ yr,1995,Percent,83.3
Sierra Leone,Male 15+ yr,1994,Percent,83.2
Sierra Leone,Male 15+ yr,1993,Percent,82.8
Sierra Leone,Male 15+ yr,1992,Percent,81.9
Sierra Leone,Male 15+ yr,1991,Percent,81
Singapore,Female 15+ yr,2006,Percent,48
Singapore,Female 15+ yr,2005,Percent,48.1
Singapore,Female 15+ yr,2004,Percent,47.9
Singapore,Female 15+ yr,2003,Percent,47.4
Singapore,Female 15+ yr,2002,Percent,48.3
Singapore,Female 15+ yr,2001,Percent,48.8
Singapore,Female 15+ yr,2000,Percent,49.9
Singapore,Female 15+ yr,1999,Percent,49.5
Singapore,Female 15+ yr,1998,Percent,49.6
Singapore,Female 15+ yr,1997,Percent,50
Singapore,Female 15+ yr,1996,Percent,50.4
Singapore,Female 15+ yr,1995,Percent,48.4
Singapore,Female 15+ yr,1994,Percent,49.7
Singapore,Female 15+ yr,1993,Percent,49.7
Singapore,Female 15+ yr,1992,Percent,50.3
Singapore,Female 15+ yr,1991,Percent,50
Singapore,Male 15+ yr,2006,Percent,72.7
Singapore,Male 15+ yr,2005,Percent,73.4
Singapore,Male 15+ yr,2004,Percent,72.9
Singapore,Male 15+ yr,2003,Percent,73.5
Singapore,Male 15+ yr,2002,Percent,73.6
Singapore,Male 15+ yr,2001,Percent,76.2
Singapore,Male 15+ yr,2000,Percent,75
Singapore,Male 15+ yr,1999,Percent,75.1
Singapore,Male 15+ yr,1998,Percent,76.1
Singapore,Male 15+ yr,1997,Percent,77.4
Singapore,Male 15+ yr,1996,Percent,77.6
Singapore,Male 15+ yr,1995,Percent,76.8
Singapore,Male 15+ yr,1994,Percent,78.6
Singapore,Male 15+ yr,1993,Percent,78.2
Singapore,Male 15+ yr,1992,Percent,78.6
Singapore,Male 15+ yr,1991,Percent,78.9
Slovakia,Female 15+ yr,2006,Percent,44.6
Slovakia,Female 15+ yr,2005,Percent,43
Slovakia,Female 15+ yr,2004,Percent,42
Slovakia,Female 15+ yr,2003,Percent,43.5
Slovakia,Female 15+ yr,2002,Percent,42.8
Slovakia,Female 15+ yr,2001,Percent,43.2
Slovakia,Female 15+ yr,2000,Percent,42.9
Slovakia,Female 15+ yr,1999,Percent,43.5
Slovakia,Female 15+ yr,1998,Percent,44.8
Slovakia,Female 15+ yr,1997,Percent,45.2
Slovakia,Female 15+ yr,1996,Percent,45.7
Slovakia,Female 15+ yr,1995,Percent,44.4
Slovakia,Female 15+ yr,1994,Percent,44.1
Slovakia,Female 15+ yr,1993,Percent,48.2
Slovakia,Female 15+ yr,1992,Percent,48.6
Slovakia,Female 15+ yr,1991,Percent,49.1
Slovakia,Male 15+ yr,2006,Percent,59.3
Slovakia,Male 15+ yr,2005,Percent,57.7
Slovakia,Male 15+ yr,2004,Percent,56.5
Slovakia,Male 15+ yr,2003,Percent,56.9
Slovakia,Male 15+ yr,2002,Percent,55.8
Slovakia,Male 15+ yr,2001,Percent,55.2
Slovakia,Male 15+ yr,2000,Percent,55.2
Slovakia,Male 15+ yr,1999,Percent,57.1
Slovakia,Male 15+ yr,1998,Percent,60
Slovakia,Male 15+ yr,1997,Percent,60.6
Slovakia,Male 15+ yr,1996,Percent,61.7
Slovakia,Male 15+ yr,1995,Percent,60.3
Slovakia,Male 15+ yr,1994,Percent,60
Slovakia,Male 15+ yr,1993,Percent,61.5
Slovakia,Male 15+ yr,1992,Percent,61.8
Slovakia,Male 15+ yr,1991,Percent,62.4
Slovenia,Female 15+ yr,2006,Percent,50.4
Slovenia,Female 15+ yr,2005,Percent,50.2
Slovenia,Female 15+ yr,2004,Percent,49.8
Slovenia,Female 15+ yr,2003,Percent,46.5
Slovenia,Female 15+ yr,2002,Percent,48.8
Slovenia,Female 15+ yr,2001,Percent,48.3
Slovenia,Female 15+ yr,2000,Percent,48.1
Slovenia,Female 15+ yr,1999,Percent,48.4
Slovenia,Female 15+ yr,1998,Percent,49.5
Slovenia,Female 15+ yr,1997,Percent,49
Slovenia,Female 15+ yr,1996,Percent,48.3
Slovenia,Female 15+ yr,1995,Percent,48.6
Slovenia,Female 15+ yr,1994,Percent,47.9
Slovenia,Female 15+ yr,1993,Percent,43.8
Slovenia,Female 15+ yr,1992,Percent,46.2
Slovenia,Female 15+ yr,1991,Percent,48.3
Slovenia,Male 15+ yr,2006,Percent,63
Slovenia,Male 15+ yr,2005,Percent,63
Slovenia,Male 15+ yr,2004,Percent,62.6
Slovenia,Male 15+ yr,2003,Percent,59.3
Slovenia,Male 15+ yr,2002,Percent,60.9
Slovenia,Male 15+ yr,2001,Percent,60.6
Slovenia,Male 15+ yr,2000,Percent,60.1
Slovenia,Male 15+ yr,1999,Percent,60.2
Slovenia,Male 15+ yr,1998,Percent,61.5
Slovenia,Male 15+ yr,1997,Percent,60.5
Slovenia,Male 15+ yr,1996,Percent,59.8
Slovenia,Male 15+ yr,1995,Percent,61
Slovenia,Male 15+ yr,1994,Percent,59.3
Slovenia,Male 15+ yr,1993,Percent,52.5
Slovenia,Male 15+ yr,1992,Percent,59
Slovenia,Male 15+ yr,1991,Percent,62.9
Solomon Islands,Female 15+ yr,2006,Percent,51.9
Solomon Islands,Female 15+ yr,2005,Percent,51.9
Solomon Islands,Female 15+ yr,2004,Percent,52
Solomon Islands,Female 15+ yr,2003,Percent,51.9
Solomon Islands,Female 15+ yr,2002,Percent,51.9
Solomon Islands,Female 15+ yr,2001,Percent,51.8
Solomon Islands,Female 15+ yr,2000,Percent,51.8
Solomon Islands,Female 15+ yr,1999,Percent,52.2
Solomon Islands,Female 15+ yr,1998,Percent,52.3
Solomon Islands,Female 15+ yr,1997,Percent,52.3
Solomon Islands,Female 15+ yr,1996,Percent,52.4
Solomon Islands,Female 15+ yr,1995,Percent,52.7
Solomon Islands,Female 15+ yr,1994,Percent,52.8
Solomon Islands,Female 15+ yr,1993,Percent,52.7
Solomon Islands,Female 15+ yr,1992,Percent,53.1
Solomon Islands,Female 15+ yr,1991,Percent,53
Solomon Islands,Male 15+ yr,2006,Percent,79
Solomon Islands,Male 15+ yr,2005,Percent,79
Solomon Islands,Male 15+ yr,2004,Percent,79
Solomon Islands,Male 15+ yr,2003,Percent,79
Solomon Islands,Male 15+ yr,2002,Percent,78.6
Solomon Islands,Male 15+ yr,2001,Percent,78.2
Solomon Islands,Male 15+ yr,2000,Percent,77.8
Solomon Islands,Male 15+ yr,1999,Percent,78.4
Solomon Islands,Male 15+ yr,1998,Percent,78.5
Solomon Islands,Male 15+ yr,1997,Percent,78.3
Solomon Islands,Male 15+ yr,1996,Percent,78.4
Solomon Islands,Male 15+ yr,1995,Percent,78.7
Solomon Islands,Male 15+ yr,1994,Percent,78.4
Solomon Islands,Male 15+ yr,1993,Percent,78
Solomon Islands,Male 15+ yr,1992,Percent,78.1
Solomon Islands,Male 15+ yr,1991,Percent,77.7
Somalia,Female 15+ yr,2006,Percent,53.6
Somalia,Female 15+ yr,2005,Percent,53.6
Somalia,Female 15+ yr,2004,Percent,53.7
Somalia,Female 15+ yr,2003,Percent,53.7
Somalia,Female 15+ yr,2002,Percent,53.6
Somalia,Female 15+ yr,2001,Percent,53.6
Somalia,Female 15+ yr,2000,Percent,53.7
Somalia,Female 15+ yr,1999,Percent,53.4
Somalia,Female 15+ yr,1998,Percent,53.4
Somalia,Female 15+ yr,1997,Percent,53.3
Somalia,Female 15+ yr,1996,Percent,53
Somalia,Female 15+ yr,1995,Percent,52.9
Somalia,Female 15+ yr,1994,Percent,53.2
Somalia,Female 15+ yr,1993,Percent,53.7
Somalia,Female 15+ yr,1992,Percent,54.4
Somalia,Female 15+ yr,1991,Percent,54.5
Somalia,Male 15+ yr,2006,Percent,85.8
Somalia,Male 15+ yr,2005,Percent,85.8
Somalia,Male 15+ yr,2004,Percent,85.8
Somalia,Male 15+ yr,2003,Percent,85.7
Somalia,Male 15+ yr,2002,Percent,85.6
Somalia,Male 15+ yr,2001,Percent,85.5
Somalia,Male 15+ yr,2000,Percent,85.6
Somalia,Male 15+ yr,1999,Percent,85.3
Somalia,Male 15+ yr,1998,Percent,85.2
Somalia,Male 15+ yr,1997,Percent,85.2
Somalia,Male 15+ yr,1996,Percent,84.9
Somalia,Male 15+ yr,1995,Percent,84.9
Somalia,Male 15+ yr,1994,Percent,84.9
Somalia,Male 15+ yr,1993,Percent,85.2
Somalia,Male 15+ yr,1992,Percent,85.8
Somalia,Male 15+ yr,1991,Percent,85.6
South Africa,Female 15+ yr,2006,Percent,31.4
South Africa,Female 15+ yr,2005,Percent,31.7
South Africa,Female 15+ yr,2004,Percent,32.2
South Africa,Female 15+ yr,2003,Percent,30
South Africa,Female 15+ yr,2002,Percent,30.4
South Africa,Female 15+ yr,2001,Percent,31.6
South Africa,Female 15+ yr,2000,Percent,33.8
South Africa,Female 15+ yr,1999,Percent,33.5
South Africa,Female 15+ yr,1998,Percent,34.4
South Africa,Female 15+ yr,1997,Percent,36.4
South Africa,Female 15+ yr,1996,Percent,37.8
South Africa,Female 15+ yr,1995,Percent,40.7
South Africa,Female 15+ yr,1994,Percent,39.4
South Africa,Female 15+ yr,1993,Percent,34.9
South Africa,Female 15+ yr,1992,Percent,35.9
South Africa,Female 15+ yr,1991,Percent,36
South Africa,Male 15+ yr,2006,Percent,60.3
South Africa,Male 15+ yr,2005,Percent,60.5
South Africa,Male 15+ yr,2004,Percent,61
South Africa,Male 15+ yr,2003,Percent,57.3
South Africa,Male 15+ yr,2002,Percent,58.2
South Africa,Male 15+ yr,2001,Percent,58.6
South Africa,Male 15+ yr,2000,Percent,60.2
South Africa,Male 15+ yr,1999,Percent,62.8
South Africa,Male 15+ yr,1998,Percent,62.8
South Africa,Male 15+ yr,1997,Percent,63.9
South Africa,Male 15+ yr,1996,Percent,65.4
South Africa,Male 15+ yr,1995,Percent,68.6
South Africa,Male 15+ yr,1994,Percent,66.5
South Africa,Male 15+ yr,1993,Percent,61.5
South Africa,Male 15+ yr,1992,Percent,61.6
South Africa,Male 15+ yr,1991,Percent,60.9
Spain,Female 15+ yr,2006,Percent,39.7
Spain,Female 15+ yr,2005,Percent,39
Spain,Female 15+ yr,2004,Percent,37.1
Spain,Female 15+ yr,2003,Percent,36.3
Spain,Female 15+ yr,2002,Percent,34.7
Spain,Female 15+ yr,2001,Percent,33.8
Spain,Female 15+ yr,2000,Percent,32.5
Spain,Female 15+ yr,1999,Percent,30.4
Spain,Female 15+ yr,1998,Percent,28.5
Spain,Female 15+ yr,1997,Percent,27.5
Spain,Female 15+ yr,1996,Percent,26.6
Spain,Female 15+ yr,1995,Percent,25.7
Spain,Female 15+ yr,1994,Percent,25.1
Spain,Female 15+ yr,1993,Percent,25.3
Spain,Female 15+ yr,1992,Percent,26.1
Spain,Female 15+ yr,1991,Percent,26.1
Spain,Male 15+ yr,2006,Percent,63.2
Spain,Male 15+ yr,2005,Percent,62.4
Spain,Male 15+ yr,2004,Percent,61.5
Spain,Male 15+ yr,2003,Percent,61.4
Spain,Male 15+ yr,2002,Percent,60.9
Spain,Male 15+ yr,2001,Percent,60.9
Spain,Male 15+ yr,2000,Percent,60
Spain,Male 15+ yr,1999,Percent,58.6
Spain,Male 15+ yr,1998,Percent,56.6
Spain,Male 15+ yr,1997,Percent,55
Spain,Male 15+ yr,1996,Percent,54
Spain,Male 15+ yr,1995,Percent,53.7
Spain,Male 15+ yr,1994,Percent,53.2
Spain,Male 15+ yr,1993,Percent,54.4
Spain,Male 15+ yr,1992,Percent,58
Spain,Male 15+ yr,1991,Percent,60.6
Sri Lanka,Female 15+ yr,2006,Percent,31.6
Sri Lanka,Female 15+ yr,2005,Percent,31
Sri Lanka,Female 15+ yr,2004,Percent,30.6
Sri Lanka,Female 15+ yr,2003,Percent,30.2
Sri Lanka,Female 15+ yr,2002,Percent,31
Sri Lanka,Female 15+ yr,2001,Percent,32.1
Sri Lanka,Female 15+ yr,2000,Percent,32.9
Sri Lanka,Female 15+ yr,1999,Percent,32.9
Sri Lanka,Female 15+ yr,1998,Percent,35.8
Sri Lanka,Female 15+ yr,1997,Percent,29.7
Sri Lanka,Female 15+ yr,1996,Percent,29.6
Sri Lanka,Female 15+ yr,1995,Percent,29.2
Sri Lanka,Female 15+ yr,1994,Percent,30.4
Sri Lanka,Female 15+ yr,1993,Percent,31.1
Sri Lanka,Female 15+ yr,1992,Percent,30.9
Sri Lanka,Female 15+ yr,1991,Percent,33
Sri Lanka,Male 15+ yr,2006,Percent,72.7
Sri Lanka,Male 15+ yr,2005,Percent,72.2
Sri Lanka,Male 15+ yr,2004,Percent,71.8
Sri Lanka,Male 15+ yr,2003,Percent,71
Sri Lanka,Male 15+ yr,2002,Percent,71.3
Sri Lanka,Male 15+ yr,2001,Percent,72
Sri Lanka,Male 15+ yr,2000,Percent,72.2
Sri Lanka,Male 15+ yr,1999,Percent,71.7
Sri Lanka,Male 15+ yr,1998,Percent,72.1
Sri Lanka,Male 15+ yr,1997,Percent,70.3
Sri Lanka,Male 15+ yr,1996,Percent,69.6
Sri Lanka,Male 15+ yr,1995,Percent,68.2
Sri Lanka,Male 15+ yr,1994,Percent,69.3
Sri Lanka,Male 15+ yr,1993,Percent,69.1
Sri Lanka,Male 15+ yr,1992,Percent,69.4
Sri Lanka,Male 15+ yr,1991,Percent,70
Sudan,Female 15+ yr,2006,Percent,20.9
Sudan,Female 15+ yr,2005,Percent,20.9
Sudan,Female 15+ yr,2004,Percent,21
Sudan,Female 15+ yr,2003,Percent,20.4
Sudan,Female 15+ yr,2002,Percent,20.6
Sudan,Female 15+ yr,2001,Percent,20.8
Sudan,Female 15+ yr,2000,Percent,21
Sudan,Female 15+ yr,1999,Percent,21.3
Sudan,Female 15+ yr,1998,Percent,21.6
Sudan,Female 15+ yr,1997,Percent,21.8
Sudan,Female 15+ yr,1996,Percent,22.2
Sudan,Female 15+ yr,1995,Percent,22.4
Sudan,Female 15+ yr,1994,Percent,22.7
Sudan,Female 15+ yr,1993,Percent,22.9
Sudan,Female 15+ yr,1992,Percent,23.4
Sudan,Female 15+ yr,1991,Percent,23.8
Sudan,Male 15+ yr,2006,Percent,65.3
Sudan,Male 15+ yr,2005,Percent,65.5
Sudan,Male 15+ yr,2004,Percent,65.8
Sudan,Male 15+ yr,2003,Percent,64.3
Sudan,Male 15+ yr,2002,Percent,64.9
Sudan,Male 15+ yr,2001,Percent,65
Sudan,Male 15+ yr,2000,Percent,64.6
Sudan,Male 15+ yr,1999,Percent,66.1
Sudan,Male 15+ yr,1998,Percent,67
Sudan,Male 15+ yr,1997,Percent,67.4
Sudan,Male 15+ yr,1996,Percent,69.6
Sudan,Male 15+ yr,1995,Percent,68.2
Sudan,Male 15+ yr,1994,Percent,68.9
Sudan,Male 15+ yr,1993,Percent,68.7
Sudan,Male 15+ yr,1992,Percent,69.9
Sudan,Male 15+ yr,1991,Percent,70.8
Suriname,Female 15+ yr,2006,Percent,27.1
Suriname,Female 15+ yr,2005,Percent,26.9
Suriname,Female 15+ yr,2004,Percent,26.8
Suriname,Female 15+ yr,2003,Percent,28.6
Suriname,Female 15+ yr,2002,Percent,28.3
Suriname,Female 15+ yr,2001,Percent,28.5
Suriname,Female 15+ yr,2000,Percent,28.3
Suriname,Female 15+ yr,1999,Percent,28.2
Suriname,Female 15+ yr,1998,Percent,29.7
Suriname,Female 15+ yr,1997,Percent,29.2
Suriname,Female 15+ yr,1996,Percent,28.4
Suriname,Female 15+ yr,1995,Percent,29.2
Suriname,Female 15+ yr,1994,Percent,27.9
Suriname,Female 15+ yr,1993,Percent,25.3
Suriname,Female 15+ yr,1992,Percent,26.7
Suriname,Female 15+ yr,1991,Percent,29.9
Suriname,Male 15+ yr,2006,Percent,58.9
Suriname,Male 15+ yr,2005,Percent,58.7
Suriname,Male 15+ yr,2004,Percent,58.8
Suriname,Male 15+ yr,2003,Percent,57.4
Suriname,Male 15+ yr,2002,Percent,56.9
Suriname,Male 15+ yr,2001,Percent,57.2
Suriname,Male 15+ yr,2000,Percent,56.4
Suriname,Male 15+ yr,1999,Percent,56.4
Suriname,Male 15+ yr,1998,Percent,58.3
Suriname,Male 15+ yr,1997,Percent,59.2
Suriname,Male 15+ yr,1996,Percent,59.7
Suriname,Male 15+ yr,1995,Percent,61
Suriname,Male 15+ yr,1994,Percent,58.6
Suriname,Male 15+ yr,1993,Percent,59.7
Suriname,Male 15+ yr,1992,Percent,58.8
Suriname,Male 15+ yr,1991,Percent,60.5
Swaziland,Female 15+ yr,2006,Percent,22.5
Swaziland,Female 15+ yr,2005,Percent,22.6
Swaziland,Female 15+ yr,2004,Percent,22.8
Swaziland,Female 15+ yr,2003,Percent,22.6
Swaziland,Female 15+ yr,2002,Percent,23.1
Swaziland,Female 15+ yr,2001,Percent,23.5
Swaziland,Female 15+ yr,2000,Percent,24
Swaziland,Female 15+ yr,1999,Percent,24.5
Swaziland,Female 15+ yr,1998,Percent,24.9
Swaziland,Female 15+ yr,1997,Percent,25.4
Swaziland,Female 15+ yr,1996,Percent,27.6
Swaziland,Female 15+ yr,1995,Percent,28.7
Swaziland,Female 15+ yr,1994,Percent,27.7
Swaziland,Female 15+ yr,1993,Percent,27.8
Swaziland,Female 15+ yr,1992,Percent,27.8
Swaziland,Female 15+ yr,1991,Percent,28
Swaziland,Male 15+ yr,2006,Percent,56.9
Swaziland,Male 15+ yr,2005,Percent,57
Swaziland,Male 15+ yr,2004,Percent,57.1
Swaziland,Male 15+ yr,2003,Percent,56.9
Swaziland,Male 15+ yr,2002,Percent,57.4
Swaziland,Male 15+ yr,2001,Percent,57.8
Swaziland,Male 15+ yr,2000,Percent,58.1
Swaziland,Male 15+ yr,1999,Percent,58.5
Swaziland,Male 15+ yr,1998,Percent,58.5
Swaziland,Male 15+ yr,1997,Percent,59.7
Swaziland,Male 15+ yr,1996,Percent,61.6
Swaziland,Male 15+ yr,1995,Percent,61.5
Swaziland,Male 15+ yr,1994,Percent,60.2
Swaziland,Male 15+ yr,1993,Percent,60.5
Swaziland,Male 15+ yr,1992,Percent,60.6
Swaziland,Male 15+ yr,1991,Percent,60
Sweden,Female 15+ yr,2006,Percent,55.7
Sweden,Female 15+ yr,2005,Percent,54.3
Sweden,Female 15+ yr,2004,Percent,55.2
Sweden,Female 15+ yr,2003,Percent,56.6
Sweden,Female 15+ yr,2002,Percent,56.8
Sweden,Female 15+ yr,2001,Percent,56.8
Sweden,Female 15+ yr,2000,Percent,55.9
Sweden,Female 15+ yr,1999,Percent,53.9
Sweden,Female 15+ yr,1998,Percent,52.8
Sweden,Female 15+ yr,1997,Percent,52.4
Sweden,Female 15+ yr,1996,Percent,53.4
Sweden,Female 15+ yr,1995,Percent,54.2
Sweden,Female 15+ yr,1994,Percent,53.9
Sweden,Female 15+ yr,1993,Percent,55
Sweden,Female 15+ yr,1992,Percent,58.4
Sweden,Female 15+ yr,1991,Percent,60.8
Sweden,Male 15+ yr,2006,Percent,63.1
Sweden,Male 15+ yr,2005,Percent,61.9
Sweden,Male 15+ yr,2004,Percent,62.8
Sweden,Male 15+ yr,2003,Percent,63.5
Sweden,Male 15+ yr,2002,Percent,64.2
Sweden,Male 15+ yr,2001,Percent,64.6
Sweden,Male 15+ yr,2000,Percent,64.1
Sweden,Male 15+ yr,1999,Percent,62.7
Sweden,Male 15+ yr,1998,Percent,61.9
Sweden,Male 15+ yr,1997,Percent,60.6
Sweden,Male 15+ yr,1996,Percent,61
Sweden,Male 15+ yr,1995,Percent,61.6
Sweden,Male 15+ yr,1994,Percent,60.6
Sweden,Male 15+ yr,1993,Percent,61.1
Sweden,Male 15+ yr,1992,Percent,65.4
Sweden,Male 15+ yr,1991,Percent,69.3
Switzerland,Female 15+ yr,2006,Percent,58.1
Switzerland,Female 15+ yr,2005,Percent,57.8
Switzerland,Female 15+ yr,2004,Percent,57.7
Switzerland,Female 15+ yr,2003,Percent,57.1
Switzerland,Female 15+ yr,2002,Percent,57.9
Switzerland,Female 15+ yr,2001,Percent,57.2
Switzerland,Female 15+ yr,2000,Percent,56.9
Switzerland,Female 15+ yr,1999,Percent,56.2
Switzerland,Female 15+ yr,1998,Percent,55.4
Switzerland,Female 15+ yr,1997,Percent,54.9
Switzerland,Female 15+ yr,1996,Percent,54.4
Switzerland,Female 15+ yr,1995,Percent,53.7
Switzerland,Female 15+ yr,1994,Percent,52.8
Switzerland,Female 15+ yr,1993,Percent,51.9
Switzerland,Female 15+ yr,1992,Percent,51.8
Switzerland,Female 15+ yr,1991,Percent,52
Switzerland,Male 15+ yr,2006,Percent,72.3
Switzerland,Male 15+ yr,2005,Percent,72.8
Switzerland,Male 15+ yr,2004,Percent,73.2
Switzerland,Male 15+ yr,2003,Percent,73.9
Switzerland,Male 15+ yr,2002,Percent,75
Switzerland,Male 15+ yr,2001,Percent,76.4
Switzerland,Male 15+ yr,2000,Percent,76.2
Switzerland,Male 15+ yr,1999,Percent,76.3
Switzerland,Male 15+ yr,1998,Percent,76
Switzerland,Male 15+ yr,1997,Percent,75.6
Switzerland,Male 15+ yr,1996,Percent,76.6
Switzerland,Male 15+ yr,1995,Percent,77
Switzerland,Male 15+ yr,1994,Percent,77.1
Switzerland,Male 15+ yr,1993,Percent,77.4
Switzerland,Male 15+ yr,1992,Percent,78
Switzerland,Male 15+ yr,1991,Percent,79.4
Syria,Female 15+ yr,2006,Percent,31
Syria,Female 15+ yr,2005,Percent,30.4
Syria,Female 15+ yr,2004,Percent,29.9
Syria,Female 15+ yr,2003,Percent,29.1
Syria,Female 15+ yr,2002,Percent,28.9
Syria,Female 15+ yr,2001,Percent,28.6
Syria,Female 15+ yr,2000,Percent,29
Syria,Female 15+ yr,1999,Percent,31.1
Syria,Female 15+ yr,1998,Percent,30.2
Syria,Female 15+ yr,1997,Percent,28.2
Syria,Female 15+ yr,1996,Percent,27.1
Syria,Female 15+ yr,1995,Percent,28.3
Syria,Female 15+ yr,1994,Percent,27.3
Syria,Female 15+ yr,1993,Percent,26.7
Syria,Female 15+ yr,1992,Percent,25.6
Syria,Female 15+ yr,1991,Percent,24.9
Syria,Male 15+ yr,2006,Percent,80.9
Syria,Male 15+ yr,2005,Percent,80.4
